epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,153.718,0.65728,1.46821,1.17509,0.01136,0.95,0.86128,0.75854,0.54161,3.39183,1.13791,0.000402727,0.000402727,0.000402727
48,156.962,0.48458,1.40765,1.04206,0.01136,0.95,0.86128,0.75854,0.54161,3.39183,1.13791,0.000407655,0.000407655,0.000407655
49,160.251,0.57363,1.52978,1.13157,0.00958,0.95,0.79632,0.6964,0.55063,3.36584,1.11679,0.000412421,0.000412421,0.000412421
50,163.491,0.52057,1.32314,1.06508,0.00958,0.95,0.79632,0.6964,0.55063,3.36584,1.11679,0.000417024,0.000417024,0.000417024
51,166.721,0.62808,1.4872,1.10929,0.43363,0.8875,0.80182,0.68414,0.58695,3.35106,1.14099,0.000421464,0.000421464,0.000421464
52,170.022,0.62338,1.42676,1.13291,0.43363,0.8875,0.80182,0.68414,0.58695,3.35106,1.14099,0.000425741,0.000425741,0.000425741
53,173.222,0.57014,1.34408,1.06842,0.43363,0.8875,0.80182,0.68414,0.58695,3.35106,1.14099,0.000429855,0.000429855,0.000429855
54,176.478,0.52632,1.27421,1.03982,0.96853,0.21875,0.80942,0.68107,0.62059,3.27394,1.20866,0.000433807,0.000433807,0.000433807
55,179.775,0.58087,1.30311,1.12336,0.96853,0.21875,0.80942,0.68107,0.62059,3.27394,1.20866,0.000437595,0.000437595,0.000437595
56,182.979,0.61066,1.3809,1.13874,0.96853,0.21875,0.80942,0.68107,0.62059,3.27394,1.20866,0.000441221,0.000441221,0.000441221
57,186.303,0.66106,1.36917,1.1947,1,0.17168,0.89135,0.76296,0.5883,3.20326,1.2438,0.000444684,0.000444684,0.000444684
58,189.691,0.60402,1.29033,1.1732,1,0.17168,0.89135,0.76296,0.5883,3.20326,1.2438,0.000447984,0.000447984,0.000447984
59,193.107,0.53067,1.20313,1.05617,1,0.17168,0.89135,0.76296,0.5883,3.20326,1.2438,0.000451122,0.000451122,0.000451122
60,196.353,0.65421,1.48697,1.19593,1,0.2297,0.94511,0.81573,0.53222,3.12446,1.17722,0.000454096,0.000454096,0.000454096
61,199.618,0.57138,1.14534,1.00851,1,0.2297,0.94511,0.81573,0.53222,3.12446,1.17722,0.000456908,0.000456908,0.000456908
62,202.915,0.58331,1.32314,1.12121,1,0.2297,0.94511,0.81573,0.53222,3.12446,1.17722,0.000459557,0.000459557,0.000459557
63,206.157,0.48956,1.1823,1.03928,0.99021,0.3991,0.94511,0.82229,0.42179,2.97861,1.09466,0.000462043,0.000462043,0.000462043
64,209.48,0.5309,1.27844,1.04591,0.99021,0.3991,0.94511,0.82229,0.42179,2.97861,1.09466,0.000464366,0.000464366,0.000464366
65,212.754,0.50502,1.29022,1.05687,0.99021,0.3991,0.94511,0.82229,0.42179,2.97861,1.09466,0.000466526,0.000466526,0.000466526
66,216.047,0.5782,1.23233,1.10802,0.98069,0.55251,0.94511,0.87723,0.417,2.79575,1.02788,0.000468524,0.000468524,0.000468524
67,219.395,0.63007,1.24515,1.07161,0.98069,0.55251,0.94511,0.87723,0.417,2.79575,1.02788,0.000470359,0.000470359,0.000470359
68,222.64,0.54556,1.1085,1.05014,0.98069,0.55251,0.94511,0.87723,0.417,2.79575,1.02788,0.00047203,0.00047203,0.00047203
69,225.977,0.57288,1.23549,1.03584,0.97078,0.71498,0.94963,0.86023,0.41611,2.66457,1.03175,0.000473539,0.000473539,0.000473539
70,229.251,0.5582,1.10929,0.99139,0.97078,0.71498,0.94963,0.86023,0.41611,2.66457,1.03175,0.000474886,0.000474886,0.000474886
71,232.462,0.61131,1.22194,1.14615,0.97078,0.71498,0.94963,0.86023,0.41611,2.66457,1.03175,0.000476069,0.000476069,0.000476069
72,235.746,0.5221,1.13159,1.08701,0.96185,0.74802,0.94639,0.88273,0.41084,2.56709,1.01872,0.00047709,0.00047709,0.00047709
73,238.996,0.53262,1.14311,1.07672,0.96185,0.74802,0.94639,0.88273,0.41084,2.56709,1.01872,0.000477947,0.000477947,0.000477947
74,242.402,0.46416,1.07682,1.02512,0.96185,0.74802,0.94639,0.88273,0.41084,2.56709,1.01872,0.000478642,0.000478642,0.000478642
75,245.724,0.64255,1.26867,1.1965,0.89163,0.87149,0.9325,0.81444,0.50048,2.48295,1.08639,0.000479174,0.000479174,0.000479174
76,248.964,0.59705,1.11139,1.07338,0.89163,0.87149,0.9325,0.81444,0.50048,2.48295,1.08639,0.000479544,0.000479544,0.000479544
77,252.18,0.6253,1.15463,1.10588,0.89163,0.87149,0.9325,0.81444,0.50048,2.48295,1.08639,0.00047975,0.00047975,0.00047975
78,255.427,0.69515,1.2236,1.16808,0.88682,0.86111,0.92045,0.77953,0.52932,2.33029,1.11675,0.000479794,0.000479794,0.000479794
79,258.703,0.49449,1.03982,1.06655,0.88682,0.86111,0.92045,0.77953,0.52932,2.33029,1.11675,0.000479674,0.000479674,0.000479674
80,262.006,0.61761,1.13976,1.07388,0.88682,0.86111,0.92045,0.77953,0.52932,2.33029,1.11675,0.000479392,0.000479392,0.000479392
81,265.23,0.61976,1.11568,1.08129,0.9624,0.91893,0.95587,0.8203,0.60469,2.20609,1.20392,0.000478947,0.000478947,0.000478947
82,268.462,0.56839,1.05065,1.04805,0.9624,0.91893,0.95587,0.8203,0.60469,2.20609,1.20392,0.00047834,0.00047834,0.00047834
83,271.695,0.48738,1.12395,1.03012,0.9624,0.91893,0.95587,0.8203,0.60469,2.20609,1.20392,0.000477569,0.000477569,0.000477569
84,274.939,0.65144,1.18932,1.15692,0.92196,0.91858,0.95333,0.86141,0.50779,2.06666,1.10301,0.000476636,0.000476636,0.000476636
85,278.211,0.57881,1.02405,1.072,0.92196,0.91858,0.95333,0.86141,0.50779,2.06666,1.10301,0.000475539,0.000475539,0.000475539
86,281.414,0.57334,1.18646,1.11821,0.92196,0.91858,0.95333,0.86141,0.50779,2.06666,1.10301,0.00047428,0.00047428,0.00047428
87,284.667,0.60327,1.06706,1.08909,0.92196,0.91858,0.95333,0.86141,0.50779,2.06666,1.10301,0.000472859,0.000472859,0.000472859
88,287.958,0.65659,1.08469,1.1816,0.93214,0.91842,0.95636,0.85116,0.48446,1.92687,1.03268,0.000471274,0.000471274,0.000471274
89,291.391,0.59553,1.05464,1.08571,0.93214,0.91842,0.95636,0.85116,0.48446,1.92687,1.03268,0.000469526,0.000469526,0.000469526
90,294.642,0.42449,0.92532,0.92138,0.93214,0.91842,0.95636,0.85116,0.48446,1.92687,1.03268,0.000467616,0.000467616,0.000467616
91,298.006,0.48391,1.08816,0.98673,0.93214,0.91842,0.95636,0.85116,0.48446,1.92687,1.03268,0.000465543,0.000465543,0.000465543
92,301.4,0.49258,0.99453,0.99324,0.9364,0.93173,0.96167,0.88321,0.43163,1.83859,0.95468,0.000463307,0.000463307,0.000463307
93,304.687,0.57762,1.10476,1.06002,0.9364,0.93173,0.96167,0.88321,0.43163,1.83859,0.95468,0.000460908,0.000460908,0.000460908
94,308.043,0.53686,1.02023,1.03373,0.9364,0.93173,0.96167,0.88321,0.43163,1.83859,0.95468,0.000458346,0.000458346,0.000458346
95,311.494,0.45576,0.88243,0.94093,0.9364,0.93173,0.96167,0.88321,0.43163,1.83859,0.95468,0.000455622,0.000455622,0.000455622
96,314.749,0.56894,0.96794,1.0446,0.93334,0.93641,0.97,0.90153,0.40596,1.85156,0.94348,0.000452734,0.000452734,0.000452734
97,318.014,0.51019,0.91402,0.98507,0.93334,0.93641,0.97,0.90153,0.40596,1.85156,0.94348,0.000449684,0.000449684,0.000449684
98,321.249,0.44229,0.93319,1.00218,0.93334,0.93641,0.97,0.90153,0.40596,1.85156,0.94348,0.000446471,0.000446471,0.000446471
99,324.526,0.46479,0.89163,0.98565,0.93334,0.93641,0.97,0.90153,0.40596,1.85156,0.94348,0.000443095,0.000443095,0.000443095
100,327.788,0.52556,0.88274,1.08769,0.93018,0.93183,0.98667,0.92429,0.38614,1.82586,0.93292,0.000439557,0.000439557,0.000439557
101,331.053,0.46254,0.91398,0.98824,0.93018,0.93183,0.98667,0.92429,0.38614,1.82586,0.93292,0.000435855,0.000435855,0.000435855
102,334.299,0.46111,0.91682,1.02189,0.93018,0.93183,0.98667,0.92429,0.38614,1.82586,0.93292,0.000427714,0.000427714,0.000427714
103,337.564,0.46693,0.98683,1.03796,0.93018,0.93183,0.98667,0.92429,0.38614,1.82586,0.93292,0.000419572,0.000419572,0.000419572
104,340.831,0.45127,0.91258,0.9549,0.91559,0.92548,0.98667,0.93507,0.34597,1.78719,0.90302,0.000411431,0.000411431,0.000411431
105,344.113,0.48042,0.91829,0.96627,0.91559,0.92548,0.98667,0.93507,0.34597,1.78719,0.90302,0.000403289,0.000403289,0.000403289
106,347.375,0.46098,0.8874,0.97152,0.91559,0.92548,0.98667,0.93507,0.34597,1.78719,0.90302,0.000395148,0.000395148,0.000395148
107,350.663,0.43011,0.87574,0.96913,0.91559,0.92548,0.98667,0.93507,0.34597,1.78719,0.90302,0.000387007,0.000387007,0.000387007
108,353.919,0.4575,0.91814,0.97549,0.87952,0.96896,0.98667,0.96195,0.32765,1.64852,0.89176,0.000378865,0.000378865,0.000378865
109,357.168,0.39992,0.85661,1.01861,0.87952,0.96896,0.98667,0.96195,0.32765,1.64852,0.89176,0.000370724,0.000370724,0.000370724
110,360.392,0.44926,0.87733,1.02262,0.87952,0.96896,0.98667,0.96195,0.32765,1.64852,0.89176,0.000362582,0.000362582,0.000362582
111,363.603,0.50105,0.94439,1.04307,0.87952,0.96896,0.98667,0.96195,0.32765,1.64852,0.89176,0.000354441,0.000354441,0.000354441
112,366.951,0.49367,0.89406,0.97977,0.91932,0.93877,0.98667,0.97002,0.32307,1.55697,0.90743,0.000346299,0.000346299,0.000346299
113,370.184,0.50588,0.94292,1.07285,0.91932,0.93877,0.98667,0.97002,0.32307,1.55697,0.90743,0.000338158,0.000338158,0.000338158
114,373.437,0.48578,0.91167,0.99091,0.91932,0.93877,0.98667,0.97002,0.32307,1.55697,0.90743,0.000330016,0.000330016,0.000330016
115,376.715,0.43427,0.88495,0.98922,0.91932,0.93877,0.98667,0.97002,0.32307,1.55697,0.90743,0.000321875,0.000321875,0.000321875
116,380.043,0.53286,0.95665,1.02778,0.9513,0.98922,0.995,0.97253,0.33477,1.49524,0.92237,0.000313734,0.000313734,0.000313734
117,383.273,0.36802,0.82276,0.97235,0.9513,0.98922,0.995,0.97253,0.33477,1.49524,0.92237,0.000305592,0.000305592,0.000305592
118,386.473,0.4164,0.81617,0.95542,0.9513,0.98922,0.995,0.97253,0.33477,1.49524,0.92237,0.000297451,0.000297451,0.000297451
119,389.704,0.44236,0.88242,0.9846,0.9513,0.98922,0.995,0.97253,0.33477,1.49524,0.92237,0.000289309,0.000289309,0.000289309
120,392.966,0.42206,0.86245,0.95732,0.94632,0.98832,0.995,0.9672,0.3442,1.44208,0.92819,0.000281168,0.000281168,0.000281168
121,396.239,0.49856,0.91205,1.05278,0.94632,0.98832,0.995,0.9672,0.3442,1.44208,0.92819,0.000273026,0.000273026,0.000273026
122,399.507,0.42085,0.79357,0.92393,0.94632,0.98832,0.995,0.9672,0.3442,1.44208,0.92819,0.000264885,0.000264885,0.000264885
123,402.766,0.40607,0.81896,0.94442,0.94632,0.98832,0.995,0.9672,0.3442,1.44208,0.92819,0.000256743,0.000256743,0.000256743
124,406.206,0.39044,0.85969,0.96519,0.95079,0.98057,0.995,0.94874,0.35801,1.4005,0.92094,0.000248602,0.000248602,0.000248602
125,409.72,0.43274,0.79344,0.98679,0.95079,0.98057,0.995,0.94874,0.35801,1.4005,0.92094,0.000240461,0.000240461,0.000240461
126,412.955,0.37241,0.85316,0.95136,0.95079,0.98057,0.995,0.94874,0.35801,1.4005,0.92094,0.000232319,0.000232319,0.000232319
127,416.172,0.41066,0.84143,0.97668,0.95079,0.98057,0.995,0.94874,0.35801,1.4005,0.92094,0.000224178,0.000224178,0.000224178
128,419.411,0.44358,0.81861,0.99219,0.95268,0.98681,0.995,0.95252,0.36475,1.35152,0.91695,0.000216036,0.000216036,0.000216036
129,422.611,0.48003,0.86835,1.03353,0.95268,0.98681,0.995,0.95252,0.36475,1.35152,0.91695,0.000207895,0.000207895,0.000207895
130,425.926,0.44159,0.79095,1.00736,0.95268,0.98681,0.995,0.95252,0.36475,1.35152,0.91695,0.000199753,0.000199753,0.000199753
131,429.165,0.41165,0.82416,0.99256,0.95268,0.98681,0.995,0.95252,0.36475,1.35152,0.91695,0.000191612,0.000191612,0.000191612
132,432.436,0.4416,0.83277,1.0156,0.96527,0.9933,0.995,0.95017,0.34837,1.27247,0.90137,0.00018347,0.00018347,0.00018347
133,435.671,0.33533,0.70039,0.88913,0.96527,0.9933,0.995,0.95017,0.34837,1.27247,0.90137,0.000175329,0.000175329,0.000175329
134,438.967,0.35227,0.79797,0.92113,0.96527,0.9933,0.995,0.95017,0.34837,1.27247,0.90137,0.000167188,0.000167188,0.000167188
135,442.224,0.38379,0.78877,0.96944,0.96527,0.9933,0.995,0.95017,0.34837,1.27247,0.90137,0.000159046,0.000159046,0.000159046
136,445.48,0.43143,0.78827,0.95558,0.9647,0.99181,0.995,0.964,0.32404,1.21825,0.88195,0.000150905,0.000150905,0.000150905
137,448.747,0.38746,0.78637,0.95806,0.9647,0.99181,0.995,0.964,0.32404,1.21825,0.88195,0.000142763,0.000142763,0.000142763
138,451.966,0.37099,0.79266,0.95307,0.9647,0.99181,0.995,0.964,0.32404,1.21825,0.88195,0.000134622,0.000134622,0.000134622
139,455.216,0.42775,0.79827,1.01856,0.9647,0.99181,0.995,0.964,0.32404,1.21825,0.88195,0.00012648,0.00012648,0.00012648
140,458.513,0.41371,0.78798,0.96089,0.96982,0.99265,0.995,0.964,0.2956,1.17291,0.86432,0.000118339,0.000118339,0.000118339
141,461.747,0.45886,0.92229,1.0906,0.96982,0.99265,0.995,0.964,0.2956,1.17291,0.86432,0.000110197,0.000110197,0.000110197
142,464.981,0.35348,0.74861,0.92381,0.96982,0.99265,0.995,0.964,0.2956,1.17291,0.86432,0.000102056,0.000102056,0.000102056
143,468.197,0.32653,1.19054,0.93469,0.96982,0.99265,0.995,0.964,0.2956,1.17291,0.86432,9.39145e-05,9.39145e-05,9.39145e-05
144,471.489,0.32024,1.20918,0.94305,0.9739,0.9939,0.995,0.96884,0.27739,1.15242,0.85315,8.5773e-05,8.5773e-05,8.5773e-05
145,474.941,0.3633,1.27921,0.92873,0.9739,0.9939,0.995,0.96884,0.27739,1.15242,0.85315,7.76316e-05,7.76316e-05,7.76316e-05
146,478.349,0.30009,1.23897,0.93591,0.9739,0.9939,0.995,0.96884,0.27739,1.15242,0.85315,6.94901e-05,6.94901e-05,6.94901e-05
147,481.593,0.27918,1.13717,0.87016,0.9739,0.9939,0.995,0.96884,0.27739,1.15242,0.85315,6.13487e-05,6.13487e-05,6.13487e-05
148,484.925,0.31734,1.31074,0.93926,0.97526,0.99533,0.995,0.97227,0.26551,1.13254,0.84657,5.32072e-05,5.32072e-05,5.32072e-05
149,488.192,0.36552,1.43352,0.96809,0.97526,0.99533,0.995,0.97227,0.26551,1.13254,0.84657,4.50658e-05,4.50658e-05,4.50658e-05
150,491.421,0.28121,1.19117,0.90245,0.97526,0.99533,0.995,0.97227,0.26551,1.13254,0.84657,3.69243e-05,3.69243e-05,3.69243e-05
151,494.651,0.35195,1.21556,0.98776,0.97526,0.99533,0.995,0.97227,0.26551,1.13254,0.84657,2.87829e-05,2.87829e-05,2.87829e-05
152,498.067,0.29785,1.22311,0.91429,0.97919,0.99759,0.995,0.97383,0.25679,1.11155,0.84136,2.06414e-05,2.06414e-05,2.06414e-05
1,3.41324,0.96613,3.25924,1.39925,0.00558,0.9,0.24663,0.16203,0.80596,3.8468,1.36135,0,0,0
2,6.64016,1.09751,3.34823,1.534,0.00588,0.9,0.24717,0.16011,0.79239,3.82664,1.34789,1.22938e-05,1.22938e-05,1.22938e-05
3,9.89267,1.0724,3.37433,1.46639,0.0061,0.9,0.25093,0.1618,0.76545,3.78877,1.34014,2.4175e-05,2.4175e-05,2.4175e-05
4,13.1186,1.03954,3.2127,1.41216,0.00653,0.9,0.23037,0.16296,0.73649,3.79367,1.32862,3.56437e-05,3.56437e-05,3.56437e-05
5,16.3648,0.94981,3.18717,1.38154,0.00687,0.9,0.222,0.16194,0.70968,3.78325,1.30533,4.67e-05,4.67e-05,4.67e-05
6,19.6203,0.88499,3.20233,1.31422,0.00722,0.9,0.24332,0.17387,0.69148,3.75516,1.29035,5.73438e-05,5.73438e-05,5.73438e-05
7,22.8746,1.04313,3.2132,1.51115,0.00836,0.95,0.27239,0.19039,0.639,3.74672,1.25171,6.7575e-05,6.7575e-05,6.7575e-05
8,26.1271,0.9212,3.12791,1.36548,0.008,0.95,0.31457,0.2265,0.61193,3.73659,1.22197,7.73938e-05,7.73938e-05,7.73938e-05
9,29.3973,0.92163,3.11246,1.39132,0.00771,0.95,0.37409,0.27005,0.55991,3.73811,1.17612,8.68e-05,8.68e-05,8.68e-05
10,32.6834,0.9354,3.10477,1.35041,0.00731,0.95,0.38078,0.29641,0.51008,3.69053,1.14699,9.57937e-05,9.57937e-05,9.57937e-05
11,35.9209,0.89037,3.09429,1.3808,0.00742,0.95,0.37725,0.31442,0.49135,3.67193,1.13321,0.000104375,0.000104375,0.000104375
12,39.1799,0.91154,3.05586,1.39907,0.0076,0.95,0.41361,0.33277,0.48296,3.66337,1.11034,0.000112544,0.000112544,0.000112544
13,42.4602,0.7592,2.90567,1.25938,0.00813,0.95,0.41479,0.3491,0.48525,3.66565,1.09992,0.0001203,0.0001203,0.0001203
14,45.706,0.71519,3.05069,1.26399,0.0085,0.95,0.42762,0.35927,0.46674,3.65665,1.08491,0.000127644,0.000127644,0.000127644
15,48.9732,0.68427,2.82233,1.18749,0.0091,0.95,0.44299,0.35915,0.46536,3.65439,1.06229,0.000134575,0.000134575,0.000134575
16,52.2686,0.64106,2.88548,1.14491,0.01065,0.95,0.4458,0.36757,0.47113,3.64744,1.04944,0.000141094,0.000141094,0.000141094
17,55.547,0.87363,2.87821,1.32291,0.01124,0.95,0.45872,0.38656,0.48179,3.64399,1.04319,0.0001472,0.0001472,0.0001472
18,58.8517,0.61465,2.69494,1.08273,0.01124,0.95,0.45872,0.38656,0.48179,3.64399,1.04319,0.000152894,0.000152894,0.000152894
19,62.1704,0.66616,2.70285,1.15152,0.01318,0.95,0.47502,0.40239,0.47522,3.63811,1.04273,0.000158175,0.000158175,0.000158175
20,65.4429,0.63124,2.66362,1.14508,0.01318,0.95,0.47502,0.40239,0.47522,3.63811,1.04273,0.000163044,0.000163044,0.000163044
21,68.7284,0.81244,2.72549,1.28881,0.01366,0.95,0.51993,0.44016,0.43327,3.61919,1.01097,0.0001675,0.0001675,0.0001675
22,72.0214,0.64093,2.53342,1.18737,0.01366,0.95,0.51993,0.44016,0.43327,3.61919,1.01097,0.000171544,0.000171544,0.000171544
23,75.279,0.76553,2.67621,1.25545,0.01337,0.95,0.60293,0.52518,0.39716,3.58798,0.96211,0.000175175,0.000175175,0.000175175
24,78.6491,0.64501,2.50938,1.10478,0.01337,0.95,0.60293,0.52518,0.39716,3.58798,0.96211,0.000178394,0.000178394,0.000178394
25,82.0425,0.60289,2.54913,1.14609,0.01341,0.95,0.67545,0.5927,0.38739,3.56413,0.94075,0.0001812,0.0001812,0.0001812
26,85.2632,0.62362,2.45888,1.11768,0.01341,0.95,0.67545,0.5927,0.38739,3.56413,0.94075,0.000183594,0.000183594,0.000183594
27,88.5514,0.61619,2.48795,1.12631,0.01442,0.95,0.74691,0.64743,0.39306,3.5458,0.93285,0.000185575,0.000185575,0.000185575
28,91.8214,0.57809,2.50168,1.15934,0.01442,0.95,0.74691,0.64743,0.39306,3.5458,0.93285,0.000187144,0.000187144,0.000187144
29,95.074,0.6798,2.32209,1.08655,0.01479,0.95,0.77109,0.6661,0.39263,3.53626,0.93859,0.0001883,0.0001883,0.0001883
30,98.3263,0.78499,2.29987,1.24391,0.01479,0.95,0.77109,0.6661,0.39263,3.53626,0.93859,0.000189044,0.000189044,0.000189044
31,101.722,0.53361,2.29545,1.08736,0.01445,0.95,0.80995,0.70851,0.38704,3.50658,0.94701,0.000189375,0.000189375,0.000189375
32,104.955,0.70619,2.35656,1.2581,0.01445,0.95,0.80995,0.70851,0.38704,3.50658,0.94701,0.000189294,0.000189294,0.000189294
33,108.258,0.59895,2.32274,1.1031,0.01555,0.95,0.82792,0.73547,0.37543,3.4913,0.94025,0.0001888,0.0001888,0.0001888
34,111.667,0.61731,2.32441,1.14981,0.01555,0.95,0.82792,0.73547,0.37543,3.4913,0.94025,0.000187894,0.000187894,0.000187894
35,115.159,0.59823,2.13864,1.11796,0.01616,0.95,0.81708,0.73263,0.36209,3.46412,0.92615,0.000186575,0.000186575,0.000186575
36,118.39,0.68302,2.0842,1.15501,0.01616,0.95,0.81708,0.73263,0.36209,3.46412,0.92615,0.000184844,0.000184844,0.000184844
37,121.688,0.60345,2.19808,1.12933,0.01609,0.95,0.80182,0.71285,0.36843,3.45164,0.92656,0.0001827,0.0001827,0.0001827
38,124.915,0.59187,2.04178,1.08045,0.01609,0.95,0.80182,0.71285,0.36843,3.45164,0.92656,0.000180144,0.000180144,0.000180144
39,128.195,0.55204,1.97471,1.07772,0.01634,0.95,0.80458,0.72989,0.36915,3.4477,0.93991,0.000177175,0.000177175,0.000177175
40,131.442,0.56892,1.97558,1.04456,0.01634,0.95,0.80458,0.72989,0.36915,3.4477,0.93991,0.000173794,0.000173794,0.000173794
41,134.739,0.62285,1.93545,1.12706,0.01502,0.95,0.80349,0.73594,0.38507,3.43455,0.95129,0.00017,0.00017,0.00017
42,138,0.52633,1.84807,1.00217,0.01502,0.95,0.80349,0.73594,0.38507,3.43455,0.95129,0.000165794,0.000165794,0.000165794
43,141.509,0.60147,1.83064,1.05538,0.01309,0.95,0.81347,0.74471,0.39814,3.41054,0.95825,0.000161175,0.000161175,0.000161175
44,144.807,0.6832,1.90469,1.15106,0.01309,0.95,0.81347,0.74471,0.39814,3.41054,0.95825,0.000156144,0.000156144,0.000156144
45,148.055,0.61527,2.1199,1.15137,0.0129,0.95,0.84388,0.77406,0.40184,3.38537,0.96872,0.0001507,0.0001507,0.0001507
46,151.408,0.65569,1.83912,1.14786,0.0129,0.95,0.84388,0.77406,0.40184,3.38537,0.96872,0.000144844,0.000144844,0.000144844
47,154.663,0.59711,1.77529,1.12037,0.01408,0.95,0.87736,0.82123,0.38162,3.35942,0.94945,0.000138575,0.000138575,0.000138575
48,158.21,0.44917,1.69983,1.01517,0.01408,0.95,0.87736,0.82123,0.38162,3.35942,0.94945,0.000131894,0.000131894,0.000131894
49,161.847,0.49507,1.79307,1.09166,0.01524,0.95,0.91572,0.85415,0.36616,3.32675,0.94141,0.0001248,0.0001248,0.0001248
50,165.415,0.56941,1.60229,1.04701,0.01524,0.95,0.91572,0.85415,0.36616,3.32675,0.94141,0.000117294,0.000117294,0.000117294
51,169.102,0.4927,1.94025,1.08567,0.01568,0.95,0.94516,0.87171,0.37304,3.29877,0.95233,0.000109375,0.000109375,0.000109375
52,172.604,0.52127,1.74446,1.08793,0.01568,0.95,0.94516,0.87171,0.37304,3.29877,0.95233,0.000101044,0.000101044,0.000101044
53,175.918,0.49613,1.73937,1.04997,0.01568,0.95,0.94516,0.87171,0.37304,3.29877,0.95233,9.23e-05,9.23e-05,9.23e-05
54,179.19,0.36709,1.71661,0.98231,0.0162,0.95,0.94515,0.86181,0.3808,3.25873,0.97225,8.31438e-05,8.31438e-05,8.31438e-05
55,182.545,0.41172,1.72577,0.98637,0.0162,0.95,0.94515,0.86181,0.3808,3.25873,0.97225,7.3575e-05,7.3575e-05,7.3575e-05
56,185.849,0.38166,1.66414,0.92778,0.0162,0.95,0.94515,0.86181,0.3808,3.25873,0.97225,6.35938e-05,6.35938e-05,6.35938e-05
57,189.113,0.4235,1.71773,1.0435,0.01452,0.95,0.94514,0.86279,0.38513,3.20986,0.97104,5.32e-05,5.32e-05,5.32e-05
58,192.295,0.37301,1.6523,0.96165,0.01452,0.95,0.94514,0.86279,0.38513,3.20986,0.97104,4.23938e-05,4.23938e-05,4.23938e-05
59,195.539,0.31377,1.57963,0.86249,0.01452,0.95,0.94514,0.86279,0.38513,3.20986,0.97104,3.1175e-05,3.1175e-05,3.1175e-05
60,198.936,0.37345,1.64355,0.93399,0.01228,0.95,0.94513,0.87278,0.37888,3.17385,0.96522,1.95438e-05,1.95438e-05,1.95438e-05
1,3.99098,0.96613,3.25924,1.39925,0.00558,0.9,0.24663,0.16203,0.80596,3.8468,1.36135,0,0,0
2,7.84274,1.09751,3.34823,1.534,0.00588,0.9,0.24717,0.1601,0.79233,3.82651,1.34785,1.23763e-05,1.23763e-05,1.23763e-05
3,11.9788,1.07233,3.37428,1.46636,0.00609,0.9,0.25102,0.16181,0.76528,3.78861,1.34012,2.4505e-05,2.4505e-05,2.4505e-05
4,15.9918,1.03811,3.21246,1.41143,0.00657,0.9,0.23022,0.16284,0.73651,3.79347,1.32817,3.63862e-05,3.63862e-05,3.63862e-05
5,19.8948,0.94657,3.18708,1.3793,0.00694,0.9,0.22451,0.16366,0.70649,3.78314,1.30212,4.802e-05,4.802e-05,4.802e-05
6,23.2998,0.88229,3.20189,1.31145,0.00731,0.9,0.24946,0.17653,0.69242,3.75302,1.28942,5.94062e-05,5.94062e-05,5.94062e-05
7,26.8252,1.04078,3.21042,1.51086,0.00835,0.95,0.28468,0.19821,0.64064,3.75592,1.25165,7.0545e-05,7.0545e-05,7.0545e-05
8,30.6361,0.91356,3.12657,1.36444,0.00815,0.95,0.33001,0.23588,0.6167,3.73705,1.21797,8.14362e-05,8.14362e-05,8.14362e-05
9,34.0531,0.91064,3.10349,1.38591,0.0078,0.95,0.39407,0.28647,0.57092,3.72913,1.1812,9.208e-05,9.208e-05,9.208e-05
10,37.623,0.91931,3.10002,1.34149,0.00743,0.95,0.37118,0.28353,0.50868,3.68698,1.14512,0.000102476,0.000102476,0.000102476
11,40.9746,0.8779,3.06443,1.36425,0.00791,0.95,0.37843,0.29726,0.49632,3.68271,1.1237,0.000112625,0.000112625,0.000112625
12,44.4908,0.87822,3.04123,1.38335,0.00815,0.95,0.41468,0.32925,0.49195,3.6778,1.10856,0.000122526,0.000122526,0.000122526
13,47.9345,0.7524,2.89331,1.24259,0.00862,0.95,0.41128,0.32112,0.49565,3.69244,1.1035,0.00013218,0.00013218,0.00013218
14,51.2486,0.67954,3.05085,1.26933,0.00911,0.95,0.43377,0.34348,0.49822,3.67404,1.08571,0.000141586,0.000141586,0.000141586
15,54.6974,0.6823,2.80885,1.18334,0.01007,0.95,0.44032,0.34703,0.49269,3.67015,1.06909,0.000150745,0.000150745,0.000150745
16,58.2423,0.72142,2.82705,1.1725,0.01102,0.95,0.44802,0.34218,0.48722,3.67164,1.04705,0.000159656,0.000159656,0.000159656
17,61.641,0.88251,2.81836,1.33849,0.01238,0.95,0.4438,0.34569,0.49179,3.66444,1.03825,0.00016832,0.00016832,0.00016832
18,65.0427,0.61397,2.65906,1.08871,0.01238,0.95,0.4438,0.34569,0.49179,3.66444,1.03825,0.000176736,0.000176736,0.000176736
19,68.5794,0.67279,2.64045,1.15059,0.01399,0.95,0.47002,0.37462,0.46703,3.64509,1.00634,0.000184905,0.000184905,0.000184905
20,71.9236,0.63481,2.62033,1.13302,0.01399,0.95,0.47002,0.37462,0.46703,3.64509,1.00634,0.000192826,0.000192826,0.000192826
