epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,36.241,0.89542,3.06108,1.3838,0.00746,0.95,0.37184,0.28556,0.49332,3.69017,1.11583,0.000116859,0.000116859,0.000116859
12,39.5026,0.88414,3.03863,1.3839,0.00786,0.95,0.40485,0.3356,0.48773,3.67339,1.09824,0.000127649,0.000127649,0.000127649
13,42.7809,0.74454,2.8829,1.2493,0.00827,0.95,0.40934,0.33499,0.48062,3.65441,1.09388,0.000138276,0.000138276,0.000138276
14,46.073,0.75527,3.03134,1.28539,0.00861,0.95,0.42765,0.35362,0.4698,3.65734,1.07737,0.000148741,0.000148741,0.000148741
15,49.4563,0.71102,2.82218,1.20329,0.00948,0.95,0.43548,0.36142,0.48341,3.65597,1.06773,0.000159043,0.000159043,0.000159043
16,52.9411,0.68948,2.84848,1.166,0.01111,0.95,0.45681,0.36396,0.49445,3.65319,1.0613,0.000169182,0.000169182,0.000169182
17,56.4091,0.87938,2.81191,1.3198,0.0138,0.95,0.52512,0.40168,0.54589,3.65426,1.07537,0.000179158,0.000179158,0.000179158
18,59.6548,0.56374,2.59292,1.05059,0.0138,0.95,0.52512,0.40168,0.54589,3.65426,1.07537,0.000188971,0.000188971,0.000188971
19,62.9192,0.71112,2.64246,1.17548,0.01577,0.95,0.57515,0.41339,0.53798,3.6826,1.05437,0.000198622,0.000198622,0.000198622
20,66.1252,0.67122,2.637,1.1637,0.01577,0.95,0.57515,0.41339,0.53798,3.6826,1.05437,0.000208109,0.000208109,0.000208109
21,69.3911,0.85538,2.68368,1.29833,0.01749,0.95,0.5619,0.41977,0.52312,3.65163,1.0398,0.000217434,0.000217434,0.000217434
22,72.7365,0.66765,2.47909,1.18763,0.01749,0.95,0.5619,0.41977,0.52312,3.65163,1.0398,0.000226596,0.000226596,0.000226596
23,76.0821,0.74903,2.60435,1.25204,0.01791,0.95,0.62334,0.50957,0.48184,3.60813,1.00047,0.000235595,0.000235595,0.000235595
24,79.3785,0.68038,2.41459,1.12788,0.01791,0.95,0.62334,0.50957,0.48184,3.60813,1.00047,0.000244432,0.000244432,0.000244432
25,82.6737,0.66615,2.4542,1.18361,0.01704,0.95,0.67967,0.55775,0.46317,3.58297,0.99841,0.000253105,0.000253105,0.000253105
26,85.9769,0.68456,2.35825,1.12956,0.01704,0.95,0.67967,0.55775,0.46317,3.58297,0.99841,0.000261616,0.000261616,0.000261616
27,89.3043,0.63684,2.39422,1.13684,0.01571,0.95,0.75343,0.60926,0.5,3.57562,1.06395,0.000269964,0.000269964,0.000269964
28,92.5757,0.55749,2.33325,1.16391,0.01571,0.95,0.75343,0.60926,0.5,3.57562,1.06395,0.000278149,0.000278149,0.000278149
29,95.8685,0.71265,2.2075,1.10267,0.01392,0.95,0.81424,0.67058,0.54014,3.58682,1.11708,0.000286171,0.000286171,0.000286171
30,99.1024,0.79029,2.16744,1.22722,0.01392,0.95,0.81424,0.67058,0.54014,3.58682,1.11708,0.00029403,0.00029403,0.00029403
31,102.5,0.60218,2.16151,1.11676,0.0159,0.95,0.82595,0.68136,0.55386,3.59879,1.13327,0.000301727,0.000301727,0.000301727
32,105.739,0.70136,2.20994,1.31037,0.0159,0.95,0.82595,0.68136,0.55386,3.59879,1.13327,0.000309261,0.000309261,0.000309261
33,109.028,0.67125,2.19047,1.16498,0.01526,0.95,0.82671,0.68167,0.51871,3.558,1.06847,0.000316632,0.000316632,0.000316632
34,112.286,0.72901,2.10544,1.2198,0.01526,0.95,0.82671,0.68167,0.51871,3.558,1.06847,0.00032384,0.00032384,0.00032384
35,115.648,0.60323,1.88808,1.1166,0.01408,0.95,0.84482,0.72168,0.45895,3.50328,1.0228,0.000330885,0.000330885,0.000330885
36,118.864,0.73042,1.96777,1.23585,0.01408,0.95,0.84482,0.72168,0.45895,3.50328,1.0228,0.000337767,0.000337767,0.000337767
37,122.176,0.69393,1.96811,1.2075,0.01275,0.95,0.82043,0.70377,0.4439,3.46452,1.02789,0.000344487,0.000344487,0.000344487
38,125.437,0.61673,1.8367,1.07572,0.01275,0.95,0.82043,0.70377,0.4439,3.46452,1.02789,0.000351044,0.000351044,0.000351044
39,128.681,0.61531,1.77101,1.13909,0.01112,0.95,0.83681,0.70778,0.47206,3.42966,1.11141,0.000357438,0.000357438,0.000357438
40,131.971,0.65896,1.81294,1.07947,0.01112,0.95,0.83681,0.70778,0.47206,3.42966,1.11141,0.000363669,0.000363669,0.000363669
41,135.241,0.61757,1.67641,1.11635,0.01052,0.95,0.85252,0.70689,0.52789,3.43062,1.15882,0.000369737,0.000369737,0.000369737
42,138.503,0.55757,1.58236,1.00699,0.01052,0.95,0.85252,0.70689,0.52789,3.43062,1.15882,0.000375642,0.000375642,0.000375642
43,141.751,0.62747,1.55265,1.07014,0.01125,0.95,0.87419,0.66867,0.60364,3.42682,1.21476,0.000381385,0.000381385,0.000381385
44,145.112,0.61998,1.60406,1.12678,0.01125,0.95,0.87419,0.66867,0.60364,3.42682,1.21476,0.000386965,0.000386965,0.000386965
45,148.363,0.69158,1.88293,1.2301,0.0119,0.95,0.8698,0.69629,0.61163,3.42001,1.20303,0.000392382,0.000392382,0.000392382
46,151.597,0.61347,1.60016,1.15286,0.0119,0.95,0.8698,0.69629,0.61163,3.42001,1.20303,0.000397636,0.000397636,0.000397636
47,154.847,0.65728,1.46821,1.17509,0.01136,0.95,0.86128,0.75854,0.54161,3.39183,1.13791,0.000402727,0.000402727,0.000402727
48,158.056,0.48458,1.40765,1.04206,0.01136,0.95,0.86128,0.75854,0.54161,3.39183,1.13791,0.000407655,0.000407655,0.000407655
49,161.326,0.57363,1.52978,1.13157,0.00958,0.95,0.79632,0.6964,0.55063,3.36584,1.11679,0.000412421,0.000412421,0.000412421
50,164.555,0.52057,1.32314,1.06508,0.00958,0.95,0.79632,0.6964,0.55063,3.36584,1.11679,0.000417024,0.000417024,0.000417024
51,167.787,0.62808,1.4872,1.10929,0.43363,0.8875,0.80182,0.68414,0.58695,3.35106,1.14099,0.000421464,0.000421464,0.000421464
52,171.063,0.62338,1.42676,1.13291,0.43363,0.8875,0.80182,0.68414,0.58695,3.35106,1.14099,0.000425741,0.000425741,0.000425741
53,174.318,0.57014,1.34408,1.06842,0.43363,0.8875,0.80182,0.68414,0.58695,3.35106,1.14099,0.000429855,0.000429855,0.000429855
54,177.586,0.52632,1.27421,1.03982,0.96853,0.21875,0.80942,0.68107,0.62059,3.27394,1.20866,0.000433807,0.000433807,0.000433807
55,180.842,0.58087,1.30311,1.12336,0.96853,0.21875,0.80942,0.68107,0.62059,3.27394,1.20866,0.000437595,0.000437595,0.000437595
56,184.051,0.61066,1.3809,1.13874,0.96853,0.21875,0.80942,0.68107,0.62059,3.27394,1.20866,0.000441221,0.000441221,0.000441221
57,187.289,0.66106,1.36917,1.1947,1,0.17168,0.89135,0.76296,0.5883,3.20326,1.2438,0.000444684,0.000444684,0.000444684
58,190.526,0.60402,1.29033,1.1732,1,0.17168,0.89135,0.76296,0.5883,3.20326,1.2438,0.000447984,0.000447984,0.000447984
59,193.753,0.53067,1.20313,1.05617,1,0.17168,0.89135,0.76296,0.5883,3.20326,1.2438,0.000451122,0.000451122,0.000451122
60,197.003,0.65421,1.48697,1.19593,1,0.2297,0.94511,0.81573,0.53222,3.12446,1.17722,0.000454096,0.000454096,0.000454096
61,200.269,0.57138,1.14534,1.00851,1,0.2297,0.94511,0.81573,0.53222,3.12446,1.17722,0.000456908,0.000456908,0.000456908
62,203.609,0.58331,1.32314,1.12121,1,0.2297,0.94511,0.81573,0.53222,3.12446,1.17722,0.000459557,0.000459557,0.000459557
63,206.91,0.48956,1.1823,1.03928,0.99021,0.3991,0.94511,0.82229,0.42179,2.97861,1.09466,0.000462043,0.000462043,0.000462043
64,210.204,0.5309,1.27844,1.04591,0.99021,0.3991,0.94511,0.82229,0.42179,2.97861,1.09466,0.000464366,0.000464366,0.000464366
65,213.524,0.50502,1.29022,1.05687,0.99021,0.3991,0.94511,0.82229,0.42179,2.97861,1.09466,0.000466526,0.000466526,0.000466526
66,216.744,0.5782,1.23233,1.10802,0.98069,0.55251,0.94511,0.87723,0.417,2.79575,1.02788,0.000468524,0.000468524,0.000468524
67,219.992,0.63007,1.24515,1.07161,0.98069,0.55251,0.94511,0.87723,0.417,2.79575,1.02788,0.000470359,0.000470359,0.000470359
68,223.22,0.54556,1.1085,1.05014,0.98069,0.55251,0.94511,0.87723,0.417,2.79575,1.02788,0.00047203,0.00047203,0.00047203
69,226.513,0.57288,1.23549,1.03584,0.97078,0.71498,0.94963,0.86023,0.41611,2.66457,1.03175,0.000473539,0.000473539,0.000473539
70,229.765,0.5582,1.10929,0.99139,0.97078,0.71498,0.94963,0.86023,0.41611,2.66457,1.03175,0.000474886,0.000474886,0.000474886
71,233.004,0.61131,1.22194,1.14615,0.97078,0.71498,0.94963,0.86023,0.41611,2.66457,1.03175,0.000476069,0.000476069,0.000476069
72,236.346,0.5221,1.13159,1.08701,0.96185,0.74802,0.94639,0.88273,0.41084,2.56709,1.01872,0.00047709,0.00047709,0.00047709
73,239.699,0.53262,1.14311,1.07672,0.96185,0.74802,0.94639,0.88273,0.41084,2.56709,1.01872,0.000477947,0.000477947,0.000477947
74,242.914,0.46416,1.07682,1.02512,0.96185,0.74802,0.94639,0.88273,0.41084,2.56709,1.01872,0.000478642,0.000478642,0.000478642
75,246.237,0.64255,1.26867,1.1965,0.89163,0.87149,0.9325,0.81444,0.50048,2.48295,1.08639,0.000479174,0.000479174,0.000479174
76,249.459,0.59705,1.11139,1.07338,0.89163,0.87149,0.9325,0.81444,0.50048,2.48295,1.08639,0.000479544,0.000479544,0.000479544
77,252.739,0.6253,1.15463,1.10588,0.89163,0.87149,0.9325,0.81444,0.50048,2.48295,1.08639,0.00047975,0.00047975,0.00047975
78,255.998,0.69515,1.2236,1.16808,0.88682,0.86111,0.92045,0.77953,0.52932,2.33029,1.11675,0.000479794,0.000479794,0.000479794
79,259.226,0.49449,1.03982,1.06655,0.88682,0.86111,0.92045,0.77953,0.52932,2.33029,1.11675,0.000479674,0.000479674,0.000479674
80,262.478,0.61761,1.13976,1.07388,0.88682,0.86111,0.92045,0.77953,0.52932,2.33029,1.11675,0.000479392,0.000479392,0.000479392
81,265.858,0.61976,1.11568,1.08129,0.9624,0.91893,0.95587,0.8203,0.60469,2.20609,1.20392,0.000478947,0.000478947,0.000478947
82,269.1,0.56839,1.05065,1.04805,0.9624,0.91893,0.95587,0.8203,0.60469,2.20609,1.20392,0.00047834,0.00047834,0.00047834
83,272.333,0.48738,1.12395,1.03012,0.9624,0.91893,0.95587,0.8203,0.60469,2.20609,1.20392,0.000477569,0.000477569,0.000477569
84,275.56,0.65144,1.18932,1.15692,0.92196,0.91858,0.95333,0.86141,0.50779,2.06666,1.10301,0.000476636,0.000476636,0.000476636
85,278.813,0.57881,1.02405,1.072,0.92196,0.91858,0.95333,0.86141,0.50779,2.06666,1.10301,0.000475539,0.000475539,0.000475539
86,282.073,0.57334,1.18646,1.11821,0.92196,0.91858,0.95333,0.86141,0.50779,2.06666,1.10301,0.00047428,0.00047428,0.00047428
87,285.373,0.60327,1.06706,1.08909,0.92196,0.91858,0.95333,0.86141,0.50779,2.06666,1.10301,0.000472859,0.000472859,0.000472859
88,288.686,0.65659,1.08469,1.1816,0.93214,0.91842,0.95636,0.85116,0.48446,1.92687,1.03268,0.000471274,0.000471274,0.000471274
89,291.923,0.59553,1.05464,1.08571,0.93214,0.91842,0.95636,0.85116,0.48446,1.92687,1.03268,0.000469526,0.000469526,0.000469526
90,295.239,0.42449,0.92532,0.92138,0.93214,0.91842,0.95636,0.85116,0.48446,1.92687,1.03268,0.000467616,0.000467616,0.000467616
91,298.505,0.48391,1.08816,0.98673,0.93214,0.91842,0.95636,0.85116,0.48446,1.92687,1.03268,0.000465543,0.000465543,0.000465543
92,301.807,0.49258,0.99453,0.99324,0.9364,0.93173,0.96167,0.88321,0.43163,1.83859,0.95468,0.000463307,0.000463307,0.000463307
93,305.075,0.57762,1.10476,1.06002,0.9364,0.93173,0.96167,0.88321,0.43163,1.83859,0.95468,0.000460908,0.000460908,0.000460908
94,308.319,0.53686,1.02023,1.03373,0.9364,0.93173,0.96167,0.88321,0.43163,1.83859,0.95468,0.000458346,0.000458346,0.000458346
95,311.612,0.45576,0.88243,0.94093,0.9364,0.93173,0.96167,0.88321,0.43163,1.83859,0.95468,0.000455622,0.000455622,0.000455622
96,314.909,0.56894,0.96794,1.0446,0.93334,0.93641,0.97,0.90153,0.40596,1.85156,0.94348,0.000452734,0.000452734,0.000452734
97,318.141,0.51019,0.91402,0.98507,0.93334,0.93641,0.97,0.90153,0.40596,1.85156,0.94348,0.000449684,0.000449684,0.000449684
98,321.411,0.44229,0.93319,1.00218,0.93334,0.93641,0.97,0.90153,0.40596,1.85156,0.94348,0.000446471,0.000446471,0.000446471
99,324.732,0.46479,0.89163,0.98565,0.93334,0.93641,0.97,0.90153,0.40596,1.85156,0.94348,0.000443095,0.000443095,0.000443095
100,328.053,0.52556,0.88274,1.08769,0.93018,0.93183,0.98667,0.92429,0.38614,1.82586,0.93292,0.000439557,0.000439557,0.000439557
101,331.296,0.46254,0.91398,0.98824,0.93018,0.93183,0.98667,0.92429,0.38614,1.82586,0.93292,0.000435855,0.000435855,0.000435855
102,334.528,0.46111,0.91682,1.02189,0.93018,0.93183,0.98667,0.92429,0.38614,1.82586,0.93292,0.000427714,0.000427714,0.000427714
103,337.833,0.46693,0.98683,1.03796,0.93018,0.93183,0.98667,0.92429,0.38614,1.82586,0.93292,0.000419572,0.000419572,0.000419572
104,341.085,0.45127,0.91258,0.9549,0.91559,0.92548,0.98667,0.93507,0.34597,1.78719,0.90302,0.000411431,0.000411431,0.000411431
105,344.513,0.48042,0.91829,0.96627,0.91559,0.92548,0.98667,0.93507,0.34597,1.78719,0.90302,0.000403289,0.000403289,0.000403289
106,347.871,0.46098,0.8874,0.97152,0.91559,0.92548,0.98667,0.93507,0.34597,1.78719,0.90302,0.000395148,0.000395148,0.000395148
107,351.173,0.43011,0.87574,0.96913,0.91559,0.92548,0.98667,0.93507,0.34597,1.78719,0.90302,0.000387007,0.000387007,0.000387007
108,354.482,0.4575,0.91814,0.97549,0.87952,0.96896,0.98667,0.96195,0.32765,1.64852,0.89176,0.000378865,0.000378865,0.000378865
109,357.705,0.39992,0.85661,1.01861,0.87952,0.96896,0.98667,0.96195,0.32765,1.64852,0.89176,0.000370724,0.000370724,0.000370724
110,360.903,0.44926,0.87733,1.02262,0.87952,0.96896,0.98667,0.96195,0.32765,1.64852,0.89176,0.000362582,0.000362582,0.000362582
111,364.081,0.50105,0.94439,1.04307,0.87952,0.96896,0.98667,0.96195,0.32765,1.64852,0.89176,0.000354441,0.000354441,0.000354441
112,367.338,0.49367,0.89406,0.97977,0.91932,0.93877,0.98667,0.97002,0.32307,1.55697,0.90743,0.000346299,0.000346299,0.000346299
113,370.525,0.50588,0.94292,1.07285,0.91932,0.93877,0.98667,0.97002,0.32307,1.55697,0.90743,0.000338158,0.000338158,0.000338158
114,373.862,0.48578,0.91167,0.99091,0.91932,0.93877,0.98667,0.97002,0.32307,1.55697,0.90743,0.000330016,0.000330016,0.000330016
115,377.112,0.43427,0.88495,0.98922,0.91932,0.93877,0.98667,0.97002,0.32307,1.55697,0.90743,0.000321875,0.000321875,0.000321875
116,380.38,0.53286,0.95665,1.02778,0.9513,0.98922,0.995,0.97253,0.33477,1.49524,0.92237,0.000313734,0.000313734,0.000313734
117,383.627,0.36802,0.82276,0.97235,0.9513,0.98922,0.995,0.97253,0.33477,1.49524,0.92237,0.000305592,0.000305592,0.000305592
118,386.927,0.4164,0.81617,0.95542,0.9513,0.98922,0.995,0.97253,0.33477,1.49524,0.92237,0.000297451,0.000297451,0.000297451
119,390.22,0.44236,0.88242,0.9846,0.9513,0.98922,0.995,0.97253,0.33477,1.49524,0.92237,0.000289309,0.000289309,0.000289309
120,393.5,0.42206,0.86245,0.95732,0.94632,0.98832,0.995,0.9672,0.3442,1.44208,0.92819,0.000281168,0.000281168,0.000281168
121,396.727,0.49856,0.91205,1.05278,0.94632,0.98832,0.995,0.9672,0.3442,1.44208,0.92819,0.000273026,0.000273026,0.000273026
122,399.986,0.42085,0.79357,0.92393,0.94632,0.98832,0.995,0.9672,0.3442,1.44208,0.92819,0.000264885,0.000264885,0.000264885
123,403.234,0.40607,0.81896,0.94442,0.94632,0.98832,0.995,0.9672,0.3442,1.44208,0.92819,0.000256743,0.000256743,0.000256743
124,406.474,0.39044,0.85969,0.96519,0.95079,0.98057,0.995,0.94874,0.35801,1.4005,0.92094,0.000248602,0.000248602,0.000248602
125,409.712,0.43274,0.79344,0.98679,0.95079,0.98057,0.995,0.94874,0.35801,1.4005,0.92094,0.000240461,0.000240461,0.000240461
126,412.953,0.37241,0.85316,0.95136,0.95079,0.98057,0.995,0.94874,0.35801,1.4005,0.92094,0.000232319,0.000232319,0.000232319
127,416.269,0.41066,0.84143,0.97668,0.95079,0.98057,0.995,0.94874,0.35801,1.4005,0.92094,0.000224178,0.000224178,0.000224178
128,419.557,0.44358,0.81861,0.99219,0.95268,0.98681,0.995,0.95252,0.36475,1.35152,0.91695,0.000216036,0.000216036,0.000216036
129,422.77,0.48003,0.86835,1.03353,0.95268,0.98681,0.995,0.95252,0.36475,1.35152,0.91695,0.000207895,0.000207895,0.000207895
130,425.985,0.44159,0.79095,1.00736,0.95268,0.98681,0.995,0.95252,0.36475,1.35152,0.91695,0.000199753,0.000199753,0.000199753
131,429.258,0.41165,0.82416,0.99256,0.95268,0.98681,0.995,0.95252,0.36475,1.35152,0.91695,0.000191612,0.000191612,0.000191612
132,432.513,0.4416,0.83277,1.0156,0.96527,0.9933,0.995,0.95017,0.34837,1.27247,0.90137,0.00018347,0.00018347,0.00018347
133,435.734,0.33533,0.70039,0.88913,0.96527,0.9933,0.995,0.95017,0.34837,1.27247,0.90137,0.000175329,0.000175329,0.000175329
134,438.969,0.35227,0.79797,0.92113,0.96527,0.9933,0.995,0.95017,0.34837,1.27247,0.90137,0.000167188,0.000167188,0.000167188
135,442.195,0.38379,0.78877,0.96944,0.96527,0.9933,0.995,0.95017,0.34837,1.27247,0.90137,0.000159046,0.000159046,0.000159046
136,445.528,0.43143,0.78827,0.95558,0.9647,0.99181,0.995,0.964,0.32404,1.21825,0.88195,0.000150905,0.000150905,0.000150905
137,448.767,0.38746,0.78637,0.95806,0.9647,0.99181,0.995,0.964,0.32404,1.21825,0.88195,0.000142763,0.000142763,0.000142763
138,452.009,0.37099,0.79266,0.95307,0.9647,0.99181,0.995,0.964,0.32404,1.21825,0.88195,0.000134622,0.000134622,0.000134622
139,455.279,0.42775,0.79827,1.01856,0.9647,0.99181,0.995,0.964,0.32404,1.21825,0.88195,0.00012648,0.00012648,0.00012648
140,458.525,0.41371,0.78798,0.96089,0.96982,0.99265,0.995,0.964,0.2956,1.17291,0.86432,0.000118339,0.000118339,0.000118339
141,461.773,0.45886,0.92229,1.0906,0.96982,0.99265,0.995,0.964,0.2956,1.17291,0.86432,0.000110197,0.000110197,0.000110197
142,464.971,0.35348,0.74861,0.92381,0.96982,0.99265,0.995,0.964,0.2956,1.17291,0.86432,0.000102056,0.000102056,0.000102056
143,468.215,0.32653,1.19054,0.93469,0.96982,0.99265,0.995,0.964,0.2956,1.17291,0.86432,9.39145e-05,9.39145e-05,9.39145e-05
144,471.441,0.32024,1.20918,0.94305,0.9739,0.9939,0.995,0.96884,0.27739,1.15242,0.85315,8.5773e-05,8.5773e-05,8.5773e-05
145,474.87,0.3633,1.27921,0.92873,0.9739,0.9939,0.995,0.96884,0.27739,1.15242,0.85315,7.76316e-05,7.76316e-05,7.76316e-05
146,478.066,0.30009,1.23897,0.93591,0.9739,0.9939,0.995,0.96884,0.27739,1.15242,0.85315,6.94901e-05,6.94901e-05,6.94901e-05
147,481.285,0.27918,1.13717,0.87016,0.9739,0.9939,0.995,0.96884,0.27739,1.15242,0.85315,6.13487e-05,6.13487e-05,6.13487e-05
148,484.672,0.31734,1.31074,0.93926,0.97526,0.99533,0.995,0.97227,0.26551,1.13254,0.84657,5.32072e-05,5.32072e-05,5.32072e-05
149,487.933,0.36552,1.43352,0.96809,0.97526,0.99533,0.995,0.97227,0.26551,1.13254,0.84657,4.50658e-05,4.50658e-05,4.50658e-05
150,491.189,0.28121,1.19117,0.90245,0.97526,0.99533,0.995,0.97227,0.26551,1.13254,0.84657,3.69243e-05,3.69243e-05,3.69243e-05
151,494.492,0.35195,1.21556,0.98776,0.97526,0.99533,0.995,0.97227,0.26551,1.13254,0.84657,2.87829e-05,2.87829e-05,2.87829e-05
152,497.809,0.29785,1.22311,0.91429,0.97919,0.99759,0.995,0.97383,0.25679,1.11155,0.84136,2.06414e-05,2.06414e-05,2.06414e-05
1,3.19846,0.96613,3.25924,1.39925,0.00558,0.9,0.24663,0.16203,0.80596,3.8468,1.36135,0,0,0
2,6.47331,1.09751,3.34823,1.534,0.00589,0.9,0.24717,0.16011,0.7923,3.82645,1.34783,1.24186e-05,1.24186e-05,1.24186e-05
3,9.72837,1.07229,3.37425,1.46634,0.00608,0.9,0.25094,0.16172,0.76524,3.78853,1.34114,2.46743e-05,2.46743e-05,2.46743e-05
4,13.0625,1.03743,3.2123,1.4111,0.00662,0.9,0.23032,0.16297,0.73651,3.79333,1.32793,3.67673e-05,3.67673e-05,3.67673e-05
5,16.3337,0.94634,3.18602,1.37898,0.007,0.9,0.2241,0.16327,0.70574,3.7833,1.30187,4.86974e-05,4.86974e-05,4.86974e-05
6,19.662,0.88066,3.19998,1.31099,0.00749,0.9,0.24321,0.17384,0.6907,3.75335,1.28778,6.04646e-05,6.04646e-05,6.04646e-05
7,22.9043,1.04131,3.21356,1.51121,0.00861,0.95,0.27918,0.19451,0.63948,3.75629,1.24741,7.20691e-05,7.20691e-05,7.20691e-05
8,26.1581,0.91033,3.12192,1.3646,0.00809,0.95,0.33173,0.24079,0.60708,3.74426,1.21351,8.35107e-05,8.35107e-05,8.35107e-05
9,29.4028,0.91176,3.10384,1.38465,0.00781,0.95,0.39232,0.27903,0.57129,3.72658,1.1887,9.47895e-05,9.47895e-05,9.47895e-05
10,32.6765,0.90435,3.09616,1.336,0.00715,0.95,0.40231,0.29019,0.51753,3.7033,1.15131,0.000105905,0.000105905,0.000105905
11,35.9387,0.89542,3.06108,1.3838,0.00746,0.95,0.37184,0.28556,0.49332,3.69017,1.11583,0.000116859,0.000116859,0.000116859
12,39.1652,0.88414,3.03863,1.3839,0.00786,0.95,0.40485,0.3356,0.48773,3.67339,1.09824,0.000127649,0.000127649,0.000127649
13,42.4246,0.74454,2.8829,1.2493,0.00827,0.95,0.40934,0.33499,0.48062,3.65441,1.09388,0.000138276,0.000138276,0.000138276
14,45.721,0.75527,3.03134,1.28539,0.00861,0.95,0.42765,0.35362,0.4698,3.65734,1.07737,0.000148741,0.000148741,0.000148741
15,49.0441,0.71102,2.82218,1.20329,0.00948,0.95,0.43548,0.36142,0.48341,3.65597,1.06773,0.000159043,0.000159043,0.000159043
16,52.2994,0.68948,2.84848,1.166,0.01111,0.95,0.45681,0.36396,0.49445,3.65319,1.0613,0.000169182,0.000169182,0.000169182
17,55.6107,0.87938,2.81191,1.3198,0.0138,0.95,0.52512,0.40168,0.54589,3.65426,1.07537,0.000179158,0.000179158,0.000179158
18,58.8522,0.56374,2.59292,1.05059,0.0138,0.95,0.52512,0.40168,0.54589,3.65426,1.07537,0.000188971,0.000188971,0.000188971
19,62.145,0.71112,2.64246,1.17548,0.01577,0.95,0.57515,0.41339,0.53798,3.6826,1.05437,0.000198622,0.000198622,0.000198622
20,65.3523,0.67122,2.637,1.1637,0.01577,0.95,0.57515,0.41339,0.53798,3.6826,1.05437,0.000208109,0.000208109,0.000208109
21,68.6191,0.85538,2.68368,1.29833,0.01749,0.95,0.5619,0.41977,0.52312,3.65163,1.0398,0.000217434,0.000217434,0.000217434
22,71.8702,0.66765,2.47909,1.18763,0.01749,0.95,0.5619,0.41977,0.52312,3.65163,1.0398,0.000226596,0.000226596,0.000226596
23,75.1229,0.74903,2.60435,1.25204,0.01791,0.95,0.62334,0.50957,0.48184,3.60813,1.00047,0.000235595,0.000235595,0.000235595
24,78.3823,0.68038,2.41459,1.12788,0.01791,0.95,0.62334,0.50957,0.48184,3.60813,1.00047,0.000244432,0.000244432,0.000244432
25,81.6538,0.66615,2.4542,1.18361,0.01704,0.95,0.67967,0.55775,0.46317,3.58297,0.99841,0.000253105,0.000253105,0.000253105
26,84.8853,0.68456,2.35825,1.12956,0.01704,0.95,0.67967,0.55775,0.46317,3.58297,0.99841,0.000261616,0.000261616,0.000261616
27,88.1908,0.63684,2.39422,1.13684,0.01571,0.95,0.75343,0.60926,0.5,3.57562,1.06395,0.000269964,0.000269964,0.000269964
28,91.4224,0.55749,2.33325,1.16391,0.01571,0.95,0.75343,0.60926,0.5,3.57562,1.06395,0.000278149,0.000278149,0.000278149
29,94.6802,0.71265,2.2075,1.10267,0.01392,0.95,0.81424,0.67058,0.54014,3.58682,1.11708,0.000286171,0.000286171,0.000286171
30,97.9735,0.79029,2.16744,1.22722,0.01392,0.95,0.81424,0.67058,0.54014,3.58682,1.11708,0.00029403,0.00029403,0.00029403
31,101.36,0.60218,2.16151,1.11676,0.0159,0.95,0.82595,0.68136,0.55386,3.59879,1.13327,0.000301727,0.000301727,0.000301727
32,104.645,0.70136,2.20994,1.31037,0.0159,0.95,0.82595,0.68136,0.55386,3.59879,1.13327,0.000309261,0.000309261,0.000309261
33,107.885,0.67125,2.19047,1.16498,0.01526,0.95,0.82671,0.68167,0.51871,3.558,1.06847,0.000316632,0.000316632,0.000316632
34,111.215,0.72901,2.10544,1.2198,0.01526,0.95,0.82671,0.68167,0.51871,3.558,1.06847,0.00032384,0.00032384,0.00032384
35,114.488,0.60323,1.88808,1.1166,0.01408,0.95,0.84482,0.72168,0.45895,3.50328,1.0228,0.000330885,0.000330885,0.000330885
36,117.726,0.73042,1.96777,1.23585,0.01408,0.95,0.84482,0.72168,0.45895,3.50328,1.0228,0.000337767,0.000337767,0.000337767
37,121.021,0.69393,1.96811,1.2075,0.01275,0.95,0.82043,0.70377,0.4439,3.46452,1.02789,0.000344487,0.000344487,0.000344487
38,124.25,0.61673,1.8367,1.07572,0.01275,0.95,0.82043,0.70377,0.4439,3.46452,1.02789,0.000351044,0.000351044,0.000351044
39,127.491,0.61531,1.77101,1.13909,0.01112,0.95,0.83681,0.70778,0.47206,3.42966,1.11141,0.000357438,0.000357438,0.000357438
40,130.696,0.65896,1.81294,1.07947,0.01112,0.95,0.83681,0.70778,0.47206,3.42966,1.11141,0.000363669,0.000363669,0.000363669
41,134.046,0.61757,1.67641,1.11635,0.01052,0.95,0.85252,0.70689,0.52789,3.43062,1.15882,0.000369737,0.000369737,0.000369737
42,137.272,0.55757,1.58236,1.00699,0.01052,0.95,0.85252,0.70689,0.52789,3.43062,1.15882,0.000375642,0.000375642,0.000375642
43,140.649,0.62747,1.55265,1.07014,0.01125,0.95,0.87419,0.66867,0.60364,3.42682,1.21476,0.000381385,0.000381385,0.000381385
44,143.928,0.61998,1.60406,1.12678,0.01125,0.95,0.87419,0.66867,0.60364,3.42682,1.21476,0.000386965,0.000386965,0.000386965
45,147.163,0.69158,1.88293,1.2301,0.0119,0.95,0.8698,0.69629,0.61163,3.42001,1.20303,0.000392382,0.000392382,0.000392382
46,150.425,0.61347,1.60016,1.15286,0.0119,0.95,0.8698,0.69629,0.61163,3.42001,1.20303,0.000397636,0.000397636,0.000397636
